,XOM_adjOpen,COP_adjOpen,CVX_adjOpen,TTE_adjOpen,OXY_adjOpen,XOM_adjClose,COP_adjClose,CVX_adjClose,TTE_adjClose,OXY_adjClose
2014-01-21 00:00:00+00:00,68.1035286786,52.845175009,84.5766103786,37.8295871987,62.647602036,68.0551646023,52.9848949194,84.3104259166,37.535510024,61.7891334705
2014-01-22 00:00:00+00:00,68.3177124454,53.1634259161,84.4154987305,37.7169618978,62.1668596393,67.6267970687,53.0702793091,84.3594598964,37.6231074803,62.4690405744
2014-01-23 00:00:00+00:00,67.1915203814,52.8218883572,83.9461734949,37.7357327813,62.2630081186,66.998064076,52.6666440123,82.9304696266,37.5918226745,61.4114073017
2014-01-24 00:00:00+00:00,66.4522409284,52.6045462744,82.5662172049,37.2038910823,60.9581358991,65.5333234774,51.6730802049,81.4594502313,36.4905975096,60.4361870112
2014-01-27 00:00:00+00:00,65.6887794372,51.4479759047,81.4349332414,36.3404304417,60.4018482686,65.5816875538,51.1219627804,81.557518191,36.1214368009,59.8112218956
2014-01-28 00:00:00+00:00,65.8787811657,51.1918227356,81.7606589646,36.3967430921,59.9417091175,66.0860557787,51.393640384,81.8447172158,36.5594240824,60.6490872155
2014-01-29 00:00:00+00:00,65.5885967075,51.362591515,81.3543774173,35.9087001213,59.948576866,65.7129614753,51.0909139114,81.2563094576,36.1402076844,60.3125675378
2014-01-30 00:00:00+00:00,64.9460454072,51.6963668566,81.4734599398,36.5781949659,60.944400402,64.9391362535,51.0365783907,81.5715278995,36.4905975096,60.642219467
2014-01-31 00:00:00+00:00,64.1514927241,50.4932231835,79.7852900623,35.3893723447,60.2850965437,63.6747611142,50.4156010111,78.1951881444,35.7710469757,60.1408738247
2014-02-03 00:00:00+00:00,63.5054868469,50.5320342697,78.6995376514,35.7335052087,60.2988320408,62.2169296694,49.5695193313,77.8519502855,35.1641217428,59.9142381234
2014-02-04 00:00:00+00:00,62.4380225899,49.6937148072,78.3562997925,35.1766356651,60.0378575969,62.1962022081,49.4530860726,77.6347998034,35.4081432282,59.8455606382
2014-02-05 00:00:00+00:00,62.3931130904,49.4297994209,77.7538823258,35.4206571505,60.0309898483,61.8921994423,49.2590306414,76.7171638948,35.5082546068,59.948576866
2014-02-06 00:00:00+00:00,62.2777063713,49.4297994209,77.1304502964,36.0213254223,60.1683448188,62.4794775125,49.9110568901,77.943013391,36.202777296,60.7658389404
2014-02-07 00:00:00+00:00,62.7021215304,50.2914055351,78.3913240638,36.2903747523,60.9856068932,63.0221723061,50.4311254456,78.4893920235,36.8597582183,62.214933879
2014-02-10 00:00:00+00:00,62.9317231738,50.4233632283,78.7835959026,36.7659038008,62.1187853996,62.2846639969,50.128398973,78.23721727,36.5594240824,62.2836113642
2014-02-11 00:00:00+00:00,62.3124944991,50.1827344937,78.475382315,36.6657924222,62.359156598,63.2030705706,50.8968584803,79.5611347258,37.0099252862,62.9085764799
2014-02-12 00:00:00+00:00,63.3213502051,51.7196535083,79.7836624951,37.1037797037,63.238228409,63.370053584,50.6251808767,79.1758677413,37.4729404124,63.3137736428
